statut_commercialisation,specialite,dosage,forme,presentation,class_therapeutique,PPV
Non Commercialisé / Sans Prix,QUINIMAX,250   MG  /  2  ML,SOLUTION INJECTABLE,0,-,SANS PPV
Non Commercialisé / Sans Prix,QUINIMAX,500   MG  /  4  ML,SOLUTION INJECTABLE,0,-,SANS PPV
Non Commercialisé / Sans Prix,RABIPUR,0,VACCIN POUDRE ET SOLVANT POUR PREPARATION INJECTABLE,BOITE DE 1 FLACON,INFECTIOLOGIE-PARASITOLOGIE-IMMUNOLOGIE,SANS PPV
Non Commercialisé / Sans Prix,RANITIDINE ISIO,50   MG  /  2  ML,SOLUTION INJECTABLE EN AMPOULE,BOITE DE 5,GASTRO-ENTERO-HEPATOLOGIE,SANS PPV
Non Commercialisé / Sans Prix,RANITIDINE ISIO,50   MG  /  2  MG,SOLUTION INJECTABLE,BOITE DE 10 AMPOULES,GASTRO-ENTERO-HEPATOLOGIE,SANS PPV
Non Commercialisé / Sans Prix,RANITIL,50   MG,SOLUTION INJECTABLE,BOITE DE 5 AMPOULES,GASTRO-ENTERO-HEPATOLOGIE,SANS PPV
Non Commercialisé / Sans Prix,RASAGILINE GT,1    MG,COMPRIME,BOITE DE 30 COMPRIMES,-,SANS PPV
Non Commercialisé / Sans Prix,RASAGILINE GT,1   MG,COMPRIME,BOITE DE 10 COMPRIMES,-,SANS PPV
Commercialisé,RECORMON,"30 000 UI  /  0,6  ML",SOLUTION INJECTABLE,"BOITE D'UNE SERINGUE PRÉREMPLI DE 0,6 ML",-,2242
Non Commercialisé / Sans Prix,REDINESP,"0,5   MG",GELULE,BOITE DE 100,INFECTIOLOGIE-PARASITOLOGIE-IMMUNOLOGIE,SANS PPV
Commercialisé,RELIDOMIDE 10,10   MG,GELULES,BOITE DE 7 GELULES,-,6258
Commercialisé,RELIDOMIDE 10,10   MG,GELULES,BOITE DE 21 GELULES,-,16215
Commercialisé,RELIDOMIDE 10,10   MG,GELULES,BOITE DE 42 GELULES,-,29737
Commercialisé,RELIDOMIDE 10,10   MG,GELULES,BOITE DE 63 GELULES,-,43405
Commercialisé,RELIDOMIDE 15,15   MG,GELULES,BOITE DE 7 GELULES,-,6584
Commercialisé,RELIDOMIDE 15,15   MG,GELULES,BOITE DE 21 GELULES,-,17057
Non Commercialisé,RELIDOMIDE 15,15   MG,GELULES,BOITE DE 42 GELULES,-,31297
Commercialisé,RELIDOMIDE 15,15   MG,GELULES,BOITE DE 63 GELULES,-,45692
Commercialisé,RELIDOMIDE 25,25   MG,GELULES,BOITE DE 7 GELULES,-,7227
Commercialisé,RELIDOMIDE 25,25   MG,GELULES,BOITE DE 21 GELULES,-,18725
Commercialisé,RELIDOMIDE 25,25   MG,GELULES,BOITE DE 42 GELULES,-,34388
Commercialisé,RELIDOMIDE 25,25   MG,GELULES,BOITE DE 63 GELULES,-,50224
Non Commercialisé,RELIDOMIDE 5,5   MG,GELULES,BOITE DE 7 GELULES,-,5972
Commercialisé,RELIDOMIDE 5,5   MG,GELULES,BOITE DE 21 GELULES,-,15473
Non Commercialisé,RELIDOMIDE 5,5   MG,GELULES,BOITE DE 42 GELULES,-,28362
Non Commercialisé,RELIDOMIDE 5,5   MG,GELULES,BOITE DE 63 GELULES,-,41389
Commercialisé / Sans Prix,RENOCIS,1   MG,POUDRE POUR SOLUTION INJECTABLE,BOITE DE 5 FLACONS,DIAGNOSTIC-IMAGERIE,SANS PPV
Retiré du Marché,RETROVIR,250   MG,GELULE,BOITE DE 40,-,SANS PPV
Retiré du Marché,RETROVIR,300   MG,COMPRIME,BOITE DE 28,-,SANS PPV
Retiré du Marché,RETROVIR,300   MG,COMPRIME,BOITE DE 60,-,SANS PPV
Commercialisé AO / Sans Prix,RIFASONE,"0,01",POMMADE DERMIQUE,TUBE DE 15 G,DERMATOLOGIE-VENEROLOGIE,SANS PPV
Commercialisé AO / Sans Prix,RIFASONE,"0,01",POMMADE DERMIQUE,TUBE DE 5 G,DERMATOLOGIE-VENEROLOGIE,SANS PPV
Non Commercialisé / Sans Prix,RIMEVAX,0,VACCIN LYOPHYLISE,FLACON MONODOSE,INFECTIOLOGIE-PARASITOLOGIE-IMMUNOLOGIE,SANS PPV
Commercialisé AO / Sans Prix,RINIAZIDE,60   MG  /  30   MG,COMPRIME DISPERSIBLE,BOITE DE 30,INFECTIOLOGIE-PARASITOLOGIE-IMMUNOLOGIE,SANS PPV
Commercialisé AO / Sans Prix,RINIAZIDE,60   MG  /  30   MG,COMPRIME DISPERSIBLE,BOITE DE 60,INFECTIOLOGIE-PARASITOLOGIE-IMMUNOLOGIE,SANS PPV
Commercialisé AO / Sans Prix,RINIAZIDE,60   MG  /  30   MG,COMPRIME DISPERSIBLE,BOITE DE 90,INFECTIOLOGIE-PARASITOLOGIE-IMMUNOLOGIE,SANS PPV
Commercialisé AO / Sans Prix,RINIAZIDE,60   MG  /  60   MG,COMPRIME DISPERSIBLE,BOITE DE 30,INFECTIOLOGIE-PARASITOLOGIE-IMMUNOLOGIE,SANS PPV
Commercialisé AO / Sans Prix,RINIAZIDE,60   MG  /  60   MG,COMPRIME DISPERSIBLE,BOITE DE 60,INFECTIOLOGIE-PARASITOLOGIE-IMMUNOLOGIE,SANS PPV
Commercialisé AO / Sans Prix,RINIAZIDE,60   MG  /  60   MG,COMPRIME DISPERSIBLE,BOITE DE 90,INFECTIOLOGIE-PARASITOLOGIE-IMMUNOLOGIE,SANS PPV
Commercialisé,RINVOQ,15   MG,COMPRIMÉ À LIBÉRATION PROLOGEÉ,BOITE DE 28,INFECTIOLOGIE-PARASITOLOGIE-IMMUNOLOGIE,7049
Commercialisé AO / Sans Prix,RIP-K3,60   MG  /  30   MG  /  150   MG,COMPRIME DISPERSIBLE,BOITE DE 30,INFECTIOLOGIE-PARASITOLOGIE-IMMUNOLOGIE,SANS PPV
Commercialisé AO / Sans Prix,RIP-K3,60   MG  /  30   MG  /  150   MG,COMPRIME DISPERSIBLE,BOITE DE 60,INFECTIOLOGIE-PARASITOLOGIE-IMMUNOLOGIE,SANS PPV
Commercialisé AO / Sans Prix,RIP-K3,60   MG  /  30   MG  /  150   MG,COMPRIME DISPERSIBLE,BOITE DE 90,INFECTIOLOGIE-PARASITOLOGIE-IMMUNOLOGIE,SANS PPV
Non Commercialisé / Sans Prix,RITOCOM,200   MG  /  50   MG,COMPRIMES PELLICULES,BOITE D'UN FLACON DE 120,-,SANS PPV
Non Commercialisé / Sans Prix,RITROCINE,150   MG,COMPRIME PELLICULE,BOITE DE 10,INFECTIOLOGIE-PARASITOLOGIE-IMMUNOLOGIE,SANS PPV
Non Commercialisé / Sans Prix,ROMAZIDE,"2,5   MG  /  12,5   MG",COMPRIME,BOITE DE 56,CARDIOLOGIE-ANGEIOLOGIE,SANS PPV
Non Commercialisé / Sans Prix,ROPIVACAINE KABI,2    MG  /   ML,SOLUTION INJECTABLE,BOITE DE 5 AMPOULES DE 20 ML,ANESTHESIE-REANIMATION,SANS PPV
Non Commercialisé / Sans Prix,ROPIVACAINE KABI,2   MG  /   ML,SOLUTION POUR PERFUSION,BOITE DE 5 POCHES DE 100 ML,ANESTHESIE-REANIMATION,SANS PPV
Commercialisé / Sans Prix,ROPIVACAINE KABI,"7,5   MG  /   ML",SOLUTION INJECTABLE,BOITE DE 5 AMPOULES DE 10 ML,ANESTHESIE-REANIMATION,SANS PPV
Non Commercialisé / Sans Prix,ROPIVACAINE KABI,"7,5   MG  /   ML",SOLUTION INJECTABLE,BOITE DE 5 AMPOULES DE 20 ML,ANESTHESIE-REANIMATION,SANS PPV
Non Commercialisé / Sans Prix,ROPIVACAINE KABI,2   MG  /   ML,SOLUTION POUR PERFUSION,BOITE DE 5 POCHES DE 200 ML,ANESTHESIE-REANIMATION,SANS PPV
Non Commercialisé / Sans Prix,ROTARIX,0,SUSPENSION BUVABLE,BOITE DE 50,INFECTIOLOGIE-PARASITOLOGIE-IMMUNOLOGIE,SANS PPV
Commercialisé AO / Sans Prix,ROTASIIL,"10 5,6 UFF  /  SEROTYPE",LYOPHILISAT A RECONSTITUER AVEC UN SOLVANT POUR ADMINISTRATION ORALE,BOITE DE 1 FLACON DE 2 DOSES DE LYOPHILISAT ET 1 FLACON DE 5 ML DE SOLVANT 2 SERINGUES ET 2 ADAPTATEURS,INFECTIOLOGIE-PARASITOLOGIE-IMMUNOLOGIE,SANS PPV
Commercialisé AO / Sans Prix,ROTASIIL,"10 5,6 UFF  /  SEROTYPE",LYOPHILISAT A RECONSTITUER AVEC UN SOLVANT POUR ADMINISTRATION ORALE,KIT COMPOSE DE 50 FLACONS DE 2 DOSES DE LYOPHILISAT ET 50 FLACONS DE 5 ML DE SOLVANT 100 SERINGUES ET 100 ADAPTATEURS,INFECTIOLOGIE-PARASITOLOGIE-IMMUNOLOGIE,SANS PPV
Commercialisé AO / Sans Prix,ROTASIIL,"10 5,6 UFF  /  SEROTYPE",LYOPHILISAT A RECONSTITUER AVEC UN SOLVANT POUR ADMINISTRATION ORALE,"KIT COMPOSE DE 50 FLACONS UNIDOSES DE LYOPHILISAT ET 50 FLACONS DE 2,5 ML DE SOLVANT 50 SERINGUES ET 50 ADAPTATEURS",INFECTIOLOGIE-PARASITOLOGIE-IMMUNOLOGIE,SANS PPV
Commercialisé AO / Sans Prix,ROTATEQ,"3,01 * 106 UI  /  DOSE  /  4,39 * 106 UI  /  DOSE  /  5,98 * 106 UI  /  DOSE  /  3,51 * 106 UI  /  DOSE  /  4,13 * 106 UI  /  DOSE",SOLUTION ORALE,BOITE DE 10 TUBES UNIDOSES DE 2 ML,INFECTIOLOGIE-PARASITOLOGIE-IMMUNOLOGIE,SANS PPV
Non Commercialisé / Sans Prix,ROWASA,500   MG,COMPRIME ENROBE GASTRO-RESISTANT,BOITE DE 90,GASTRO-ENTERO-HEPATOLOGIE,SANS PPV
Commercialisé AO / Sans Prix,RUTEX,3500   MG,POUDRE POUR SUSPENSION BUVABLE,BOITE DE 50 SACHETS,GASTRO-ENTERO-HEPATOLOGIE,SANS PPV
Commercialisé AO / Export,RYBAC,250   MG,COMPRIME,BOITE DE 20,INFECTIOLOGIE-PARASITOLOGIE-IMMUNOLOGIE,SANS PPV
Non Commercialisé / Sans Prix,RYDAPT,25   MG,CAPSULE MOLLE,BOITE DE 112,-,SANS PPV
Non Commercialisé / Sans Prix,RYDAPT,25   MG,CAPSULE MOLLE,BOITE DE 56,-,SANS PPV
Non Commercialisé / Sans Prix,RYZODEG PENFILL,100 UI  /   ML,SOLUTION INJECTABLE,BOITE DE 5 CARTOUCHES DE 3 ML,METABOLISME-DIABETE-NUTRITION,SANS PPV
Non Commercialisé,SAIZEN,5.83   MG  /   ML,"SOLUTION INJECTABLE, CARTOUCHE DE 1.03 ML",BOITE DE 1 CARTOUCHE DE 1.03 ML,-,1577
Non Commercialisé,SAIZEN,8   MG  /   ML,SOLUTION INJECTABLE,CARTOUCHE DE 1.5 ML,-,2955
Non Commercialisé,SAIZEN,8   MG  /   ML,"SOLUTION INJECTABLE, CARTOUCHE DE 2.5 ML",BOITE DE 1 CARTOUCHE DE 2.5 ML,-,4351
Non Commercialisé / Sans Prix,SALBUMOL,1   MG,SUPPOSITOIRE,BOITE DE 12,PNEUMO-ALLERGO-PHTYSIOLOGIE,SANS PPV
Non Commercialisé / Sans Prix,SALBUTAMOL IVAX EASI - BREATHE INHALATEUR,100 µg,SUSPENSION POUR INHALATION,FLACON DE 200 DOSES,PNEUMO-ALLERGO-PHTYSIOLOGIE,SANS PPV
Commercialisé,SAPHIR,"500   MG  /  62,5   MG",POUDRE POUR SUSPENSION BUVABLE EN SACHET,BOITE DE 16 SACHETS,INFECTIOLOGIE-PARASITOLOGIE-IMMUNOLOGIE,"73,5"
Commercialisé AO / Sans Prix,SAVIL,20   MG  /   ML,SOLUTION BUVABLE,FLACON DE 150 ML,ANESTHESIE-REANIMATION,SANS PPV
Non Commercialisé / Sans Prix,SCLERA,120   MG,GELULES GASTRO-RESISTANTES,BOITE DE 14,-,SANS PPV
Non Commercialisé / Sans Prix,SCLERA,240   MG,GELULES GASTRO-RESISTANTES,BOITE DE 56,-,SANS PPV
Non Commercialisé / Sans Prix,SEGLUROMET,2.5   MG  /  1000   MG,COMPRIMES PELLICULES,BOITE DE 30 COMPRIMES PELLICULES,-,SANS PPV
Non Commercialisé / Sans Prix,SEGLUROMET,2.5   MG  /  1000   MG,COMPRIMES PELLICULES,BOITE DE 60 COMPRIMES PELLICULES,-,SANS PPV
Non Commercialisé / Sans Prix,SEGLUROMET,"7,5   MG  / 1000   MG",COMPRIMES PELLICULES,BOITE DE 30 COMPRIMES PELLICULES,-,SANS PPV
Non Commercialisé / Sans Prix,SEGLUROMET,"7,5   MG / 1000   MG",COMPRIMES PELLICULES,BOITE DE 60 COMPRIMES PELLICULES,-,SANS PPV
Commercialisé AO / Sans Prix,SEPRIM,200   MG,COMPRIME PELLICULE,BOITE DE 24,INFECTIOLOGIE-PARASITOLOGIE-IMMUNOLOGIE,SANS PPV
Commercialisé AO / Sans Prix,SEPRIM,200   MG,COMPRIME PELLICULE,BOITE DE 48,INFECTIOLOGIE-PARASITOLOGIE-IMMUNOLOGIE,SANS PPV
Retiré du Marché,SEREVENT,25 µG  /  DOSE,SUSPENSION POUR INHALATION EN FLACON PRESSURISE,FLACON DE 60 DOSES,-,SANS PPV
Retiré du Marché,SEREVENT ROTADISK,0,0,BOITE DE 15,-,SANS PPV
Commercialisé AO / Sans Prix,SEVOFLURANE BAXTER,1   MG  /  1  ML,ANESTHESIQUES GENERAUX LIQUUIDE POUR INHALATION PAR VAPEUR,BOÎTE DE 6 FLACONS DE 250 ML,ANESTHESIE-REANIMATION,SANS PPV
Commercialisé AO / Sans Prix,SEVOFLURANE BAXTER,1   MG  /  1  ML,ANESTHESIQUES GENERAUX LIQUUIDE POUR INHALATION PAR VAPEUR,FLACON DE 250 ML,ANESTHESIE-REANIMATION,SANS PPV
Non Commercialisé / Sans Prix,SEVOFLURANE COOPER,0,LIQUIDE POUR INHALATION PAR VAPORISATION,BOITE DE 1 FLACON DE 250 ML,ANESTHESIE-REANIMATION,SANS PPV
Non Commercialisé / Sans Prix,SIGNIFOR,"0,3   MG",0,0,-,SANS PPV
Non Commercialisé / Sans Prix,SIGNIFOR,"0,3   MG",0,0,-,SANS PPV
Non Commercialisé / Sans Prix,SIGNIFOR,"0,3   MG",0,0,-,SANS PPV
Non Commercialisé / Sans Prix,SIGNIFOR,"0,6   MG",0,0,-,SANS PPV
Non Commercialisé / Sans Prix,SIGNIFOR,"0,6   MG",0,0,-,SANS PPV
Non Commercialisé / Sans Prix,SIGNIFOR,"0,9   MG",0,0,-,SANS PPV
Non Commercialisé / Sans Prix,SIGNIFOR LAR,40   MG,POUDRE POUR SUSPENSION INJECTABLE ET UNE SERINGUE PRE-REMPLIE DU SOLVANT,BOITE DE 1,-,SANS PPV
Non Commercialisé / Sans Prix,SIGNIFOR LAR,60   MG,POUDRE POUR SUSPENSION INJECTABLE ET UNE SERINGUE PRE-REMPLIE DU SOLVANT,BOITE DE 1,-,SANS PPV
Non Commercialisé / Sans Prix,SIGNIFOR LAR,0,POUDRE POUR SUSPENSION INJECTABLE,BOITE DE 1 FLACON,-,SANS PPV
Non Commercialisé / Sans Prix,SIMPONI,100   MG,SOLUTION INJECTABLE EN STYLO PRE-REMPLI,BOITE DE 1,RHUMATOLOGIE,SANS PPV
Retiré du Marché,SINECOD,"0,0015",SIROP,FLACON DE 200 ML,-,SANS PPV
Retiré du Marché,SINECOD,0,SOLUTION BUVABLE,FLACON DE 20 ML,-,SANS PPV
Commercialisé,SLINDA,4   MG,COMPRIME PELLICULE,BOITE DE 1*28 COMPRIMES PELLICULES,-,"102,8"
Non Commercialisé,SLINDA,4   MG,COMPRIME PELLICULE,BOITE DE  BOITE DE 3*28   COMPRIMES PELLICULES,-,265
Non Commercialisé,SLINDA,4   MG,COMPRIME PELLICULE,BOITE DE 13*28 COMPRIMES PELLICULESS,-,981
Non Commercialisé,SLINDA,4   MG,COMPRIME PELLICULE,BOITE DE 6*28 COMPRIMES PELLICULESS,-,487
Commercialisé / Sans Prix,SODIUM NA 131 I IODIDE 37-740 MBQ / ML,37-740 MBQ  /   ML,SOLUTION INJECTABLE,FLACON DE 10 ML,-,SANS PPV
Commercialisé AO / Export,SOFOSBUVIR SOTHEMA,400   MG,COMPRIME PELLICULE EN FLACON DE 28,BOITE DE 1 FLACON,-,SANS PPV
Commercialisé AO / Export,SOFOSBUVIR SOTHEMA,400   MG,COMPRIME PELLICULE EN FLACON DE 28,BOITE DE 3 FLACONS,-,SANS PPV
Commercialisé AO / Sans Prix,SPAGIC pEdiatrique,"0,024",SOLUTION BUVABLE,FLACON DE 60ML,ANESTHESIE-REANIMATION,SANS PPV
Commercialisé AO / Sans Prix,SPAGIC pEdiatrique,"0,024",SOLUTION BUVABLE,FLACON DE 90 ML,ANESTHESIE-REANIMATION,SANS PPV
Commercialisé,SPRAVATO,28   MG,SOLUTION POUR PULVERISATION NASAL,BOITE DE 1 ET 3 DISPOSITIF,NEUROLOGIE-PSYCHIATRIE,2810
Commercialisé AO / Export,SPRIDOL,200   MG,SACHET,BOITE DE 20,ANESTHESIE-REANIMATION,SANS PPV
Commercialisé AO / Sans Prix,SSB,400   MG,COMPRIME PELLICULE,Boite de 84 (3 Flacons en PEHD),INFECTIOLOGIE-PARASITOLOGIE-IMMUNOLOGIE,SANS PPV
Commercialisé AO / Sans Prix,SSB,400   MG,COMPRIME PELLICULE,Boite de 84 (Blister en complexe (polyamide/alu/PVC)/alu),INFECTIOLOGIE-PARASITOLOGIE-IMMUNOLOGIE,SANS PPV
Commercialisé / Sans Prix,STAMICIS,1   MG,POUDRE POUR SOLUTION INJECTABLE,BOITE DE 5 FLACONS,-,SANS PPV
Non Commercialisé / Sans Prix,STEGLATRO,15   MG,COMPRIME PELLICULE,BOITE DE 30 COMPRIMES PELLICULES,-,SANS PPV
Non Commercialisé / Sans Prix,STEGLATRO,5   MG,COMPRIME PELLICULE,BOITE DE 30 COMPRIMES PELLICULES,-,SANS PPV
Non Commercialisé / Sans Prix,STEGLUJAN,15   MG  /  100   MG,COMPRIMES PELLICULES,BOITE DE 30,-,SANS PPV
Non Commercialisé / Sans Prix,STEGLUJAN,5   MG  /  100   MG,COMPRIMES PELLICULES,BOITE DE 30,-,SANS PPV
Non Commercialisé / Sans Prix,STORIXIA,30   MG,COMPRIMES PELLICULES,BOITE DE 14 COMPRIMES  PELLICULES,ANESTHESIE-REANIMATION,SANS PPV
Non Commercialisé / Sans Prix,STORIXIA,30   MG,COMPRIMES PELLICULES,BOITE DE 7 COMPRIMES PELLICULES,ANESTHESIE-REANIMATION,SANS PPV
Commercialisé,STORIXIA,90   MG,COMPRIMES PELLICULES,BOITE DE 14 COMPRIMES  PELLICULES,-,"155,1"
Commercialisé AO / Sans Prix,STREPTOCID,1000   MG,POUDRE ET SOLVANT POUR PREPARATION INJECTABLE,BOITE DE 25,INFECTIOLOGIE-PARASITOLOGIE-IMMUNOLOGIE,SANS PPV
Commercialisé AO / Sans Prix,STREPTOCID,1000   MG,POUDRE ET SOLVANT POUR PREPARATION INJECTABLE,BOITE DE 5,INFECTIOLOGIE-PARASITOLOGIE-IMMUNOLOGIE,SANS PPV
Commercialisé AO / Sans Prix,STREPTOCID,2 G,POUDRE ET SOLVANT POUR PREPARATION INJECTABLE,BOITE DE 25,INFECTIOLOGIE-PARASITOLOGIE-IMMUNOLOGIE,SANS PPV
Commercialisé AO / Sans Prix,STREPTOCID,2 G,POUDRE ET SOLVANT POUR PREPARATION INJECTABLE,BOITE DE 5,INFECTIOLOGIE-PARASITOLOGIE-IMMUNOLOGIE,SANS PPV
Commercialisé AO / Sans Prix,STREPTOCID,250   MG,POUDRE ET SOLVANT POUR PREPARATION INJECTABLE,BOITE DE 1,INFECTIOLOGIE-PARASITOLOGIE-IMMUNOLOGIE,SANS PPV
Commercialisé AO / Sans Prix,STREPTOCID,250   MG,POUDRE ET SOLVANT POUR PREPARATION INJECTABLE,BOITE DE 25,INFECTIOLOGIE-PARASITOLOGIE-IMMUNOLOGIE,SANS PPV
Commercialisé AO / Sans Prix,STREPTOCID,250   MG,POUDRE ET SOLVANT POUR PREPARATION INJECTABLE,BOITE DE 5,INFECTIOLOGIE-PARASITOLOGIE-IMMUNOLOGIE,SANS PPV
Commercialisé AO / Sans Prix,STREPTOCID,500   MG,POUDRE ET SOLVANT POUR PREPARATION INJECTABLE,BOITE DE 1,INFECTIOLOGIE-PARASITOLOGIE-IMMUNOLOGIE,SANS PPV
Commercialisé AO / Sans Prix,STREPTOCID,500   MG,POUDRE ET SOLVANT POUR PREPARATION INJECTABLE,BOITE DE 25,INFECTIOLOGIE-PARASITOLOGIE-IMMUNOLOGIE,SANS PPV
Commercialisé AO / Sans Prix,STREPTOCID,500   MG,POUDRE ET SOLVANT POUR PREPARATION INJECTABLE,BOITE DE 5,INFECTIOLOGIE-PARASITOLOGIE-IMMUNOLOGIE,SANS PPV
Commercialisé AO / Sans Prix,STREPTOCID,500   MG  /  5  ML,POUDRE POUR SUSPENSION BUVABLE,FLACON DE 100 ML,INFECTIOLOGIE-PARASITOLOGIE-IMMUNOLOGIE,SANS PPV
Commercialisé AO / Sans Prix,SUPPOSEDAL NOURRISSON,10  /  10  /  5   MG,SUPPOSITOIRE,BOITE DE 12,ANESTHESIE-REANIMATION,SANS PPV
Non Commercialisé / Sans Prix,SUPRADOL,125   MG,SOLUTE,0,ANESTHESIE-REANIMATION,SANS PPV
Non Commercialisé / Sans Prix,SUPRADOL,200   MG,GELULE,0,ANESTHESIE-REANIMATION,SANS PPV
Non Commercialisé / Sans Prix,SUPRADOL,50   MG,GELULE,0,ANESTHESIE-REANIMATION,SANS PPV
Commercialisé AO,SUPRANE,1  ML  /   ML,LIQUIDE POUR INHALATION PAR VAPEUR,BOITE DE 6 FLACONS DE CAPACITE DE 250 ML CONTENANT 240 ML DE DESFLURANE,ANESTHESIE-REANIMATION,4801
Non Commercialisé,SYBRAVA,284   MG,"SOLUTION INJECTABLE (SC) SERINGUE PREREMPLIE DE 1,5 ML","BOITE DE 1 SERINGUE PREREMPLIE DE 1,5 ML",-,25010
Non Commercialisé / Sans Prix,SYNFLORIX,0,VACCIN SUSPENSION INJECTABLE EN FLACON,"BOITE DE 100 FLACONS DE 0,5 ML",INFECTIOLOGIE-PARASITOLOGIE-IMMUNOLOGIE,SANS PPV
Non Commercialisé / Sans Prix,SYNFLORIX,0,VACCIN SUSPENSION INJECTABLE EN FLACON DE 2 DOSES,BOITE DE 100 FLACON DE 1 ML,INFECTIOLOGIE-PARASITOLOGIE-IMMUNOLOGIE,SANS PPV
Commercialisé AO / Sans Prix,SYNFLORIX,0,VACCIN SUSPENSION INJECTABLE EN RECIPIENT MULTI-DOSES 4 DOSES,BOITE DE 10 RECIPIENTS,INFECTIOLOGIE-PARASITOLOGIE-IMMUNOLOGIE,SANS PPV
Commercialisé AO / Sans Prix,SYNFLORIX,0,VACCIN SUSPENSION INJECTABLE EN RECIPIENT MULTI-DOSES 4 DOSES,BOITE DE 100 RECIPIENTS,INFECTIOLOGIE-PARASITOLOGIE-IMMUNOLOGIE,SANS PPV
Retiré du Marché,TAGAMET,200   MG,COMPRIME EFFERVESCENT,TUBE de 20,-,SANS PPV
Retiré du Marché,TAGAMET,200   MG,COMPRIME PELLICULE,BOITE DE 50,-,SANS PPV
Retiré du Marché,TAGAMET,200   MG,SOLUTION INJECTABLE EN FLACON,BOITE DE 10,-,SANS PPV
Retiré du Marché,TAGAMET,400   MG,COMPRIME PELLICULE,BOITE DE 20,-,SANS PPV
Retiré du Marché,TAGAMET,800   MG,COMPRIME EFFERVESCENT,TUBE DE 10,-,SANS PPV
Non Commercialisé,TAGRISSO,40   MG,COMPRIME PELLICULE,BOITE DE 30 COMPRIMES PELLICULES,-,56740
Non Commercialisé,TAGRISSO,80   MG,COMPRIME PELLICULE,BOITE DE 30 COMPRIMES PELLICULES,-,56740
Non Commercialisé / Sans Prix,TALPOLEX,10   MG,COMPRIMES PELLICULES,BOITES DE 14 GELULES,-,SANS PPV
Non Commercialisé / Sans Prix,TALPOLEX,10   MG,COMPRIMES PELLICULES,BOITES DE 28 GELULES,-,SANS PPV
Non Commercialisé / Sans Prix,TALPOLEX,20   MG,COMPRIMES PELLICULES,BOITES DE 14 GELULES,-,SANS PPV
Non Commercialisé / Sans Prix,TALPOLEX,20   MG,COMPRIMES PELLICULES,BOITES DE 28 GELULES,-,SANS PPV
Non Commercialisé / Sans Prix,TALPOLEX,5   MG,COMPRIMES PELLICULES,BOITES DE 14 GELULES,-,SANS PPV
Non Commercialisé / Sans Prix,TALPOLEX,5   MG,COMPRIMES PELLICULES,BOITES DE 28 GELULES,-,SANS PPV
Commercialisé,TALTZ™,80   MG /  ML,"SOLUTION INJECTABLE DE 1 ML A USAGE SOUS CUTANEE, EN AUTO-INJECTEUR PREREMPLI A USAGE UNIQUE",BOITE DE 1 SERINGUE DE 1 ML DANS UN AUTO-INJECTEUR JETABLE,-,10139
Commercialisé,TALZENNA,"0,25   MG",BOITE DE 1 FLAÇON DE 30 GÉLULES,GELULES EN FLAÇON BOITE DE 1 FLAÇON DE 30 GÉLULES,-,14318
Commercialisé,TALZENNA,1    MG,BOITE DE 1 FLAÇON DE 30 GÉLULES,GELULES EN FLAÇON BOITE DE 1 FLAÇON DE 30 GÉLULES,-,42155
Non Commercialisé / Sans Prix,TARGINACT,10   MG  /  5   MG,COMPRIME A LIBERATION PROLONGEE,BOITE DE 56,ANESTHESIE-REANIMATION,SANS PPV
Non Commercialisé / Sans Prix,TARGINACT,20   MG  /  10   MG,COMPRIME A LIBERATION PROLONGEE,BOITE DE 56,ANESTHESIE-REANIMATION,SANS PPV
Non Commercialisé / Sans Prix,TARGINACT,40   MG  /  20   MG,COMPRIME A LIBERATION PROLONGEE,BOITE DE 56,ANESTHESIE-REANIMATION,SANS PPV
Non Commercialisé / Sans Prix,TASIGNA,400   MG,GELULE,BOITE DE 28,CANCEROLOGIE-HEMATOLOGIE,SANS PPV
Non Commercialisé / Sans Prix,TAVANIC,750   MG,SOLUTION POUR PERFUSION EN FLACON DE 150 ML,BOITE DE 1,INFECTIOLOGIE-PARASITOLOGIE-IMMUNOLOGIE,SANS PPV
Commercialisé AO,IMMUNOGLOBULINE NLE IV LFB-CNTS,10   MG  /  200  ML,POUDRE ET SOULVANT POUR SOLUTION POUR PERFUSION,FLACON DE 200 ML,-,SANS PPV
Commercialisé AO / Sans Prix,TAZOCILLINE,2 G  /  250   MG,POUDRE POUR SOLUTION INJECTABLE,BOITE DE 1,INFECTIOLOGIE-PARASITOLOGIE-IMMUNOLOGIE,SANS PPV
Non Commercialisé / Sans Prix,TECFIDERA,120   MG,GELULES GASTRO-RESISTANTES,0,NEUROLOGIE-PSYCHIATRIE,SANS PPV
Commercialisé / Sans Prix,TEKCIS,2-50 GBQ,GENERATEUR DE MOLBIDATE DE SODIUM,0,-,SANS PPV
Commercialisé AO / Sans Prix,TESTOBINE,5   MG,DRAGEE,BOITE DE 50,-,SANS PPV
Non Commercialisé / Sans Prix,TIMEZOL,40   MG,LYOPHYLISAT,BOITE DE 10 FLACONS,GASTRO-ENTERO-HEPATOLOGIE,SANS PPV
Non Commercialisé / Sans Prix,TIMEZOL,40   MG,LYOPHYLISAT,BOITE DE 5 FLACONS,GASTRO-ENTERO-HEPATOLOGIE,SANS PPV
Commercialisé AO / Sans Prix,TIVICAY,50   MG,COMPRIME PELLICULE,BOITE DE 30,-,SANS PPV
Non Commercialisé / Sans Prix,TIVICAY,50   MG,COMPRIME PELLICULE,BOITE DE 90,-,SANS PPV
